id,arxiv_id,title,authors,date,year,venue,topics,uav_relevance,abs_url,pdf_url,code_url,project_url,query_source
032ef1d0acbc,2201.01186v1,Post-Stall Navigation with Fixed-Wing UAVs using Onboard Vision,Adam Polevoy; Max Basescu; Luca Scheuer; Joseph Moore,2022-01-04,2022,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2201.01186v1,https://arxiv.org/pdf/2201.01186v1,,,"""UAV"" AND ""motion planning"" AND ""navigation"""
13b2a7f3403a,2109.06479v6,Large-scale Autonomous Flight with Real-time Semantic SLAM under Dense Forest Canopy,Xu Liu; Guilherme V. Nardari; Fernando Cladera Ojeda; Yuezhan Tao; Alex Zhou; Thomas Donnelly; Chao Qu; Steven W. Chen; Roseli A. F. Romero; Camillo J. Taylor; Vijay Kumar,2021-09-14,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2109.06479v6,https://arxiv.org/pdf/2109.06479v6,,,"""UAV"" AND ""navigation"" AND ""action"""
0532fea057b3,2109.07024v2,DPMPC-Planner: A real-time UAV trajectory planning framework for complex static environments with dynamic obstacles,Zhefan Xu; Di Deng; Yiping Dong; Kenji Shimada,2021-09-14,2021,ICRA,Traditional UAV VLN,High,https://arxiv.org/abs/2109.07024v2,https://arxiv.org/pdf/2109.07024v2,,,"""UAV"" AND ""trajectory planning"" AND ""navigation"""
b5f77b98d243,2109.04918v1,Estimation and Adaption of Indoor Ego Airflow Disturbance with Application to Quadrotor Trajectory Planning,Luqi Wang; Boyu Zhou; Chuhao Liu; Shaojie Shen,2021-09-10,2021,ICRA,Traditional UAV VLN,High,https://arxiv.org/abs/2109.04918v1,https://arxiv.org/pdf/2109.04918v1,,,"""UAV"" AND ""trajectory planning"" AND ""navigation"""
27ae87b7ab9a,2106.12738v1,Planetary UAV localization based on Multi-modal Registration with Pre-existing Digital Terrain Model,Xue Wan; Yuanbin Shao; Shengyang Li,2021-06-24,2021,arXiv,Traditional UAV VLN; Datasets & Simulators,High,https://arxiv.org/abs/2106.12738v1,https://arxiv.org/pdf/2106.12738v1,,,"""UAV"" AND ""SLAM"" AND ""navigation"""
939e536534b2,2106.02535v1,Flying with Cartographer: Adapting the Cartographer 3D Graph SLAM Stack for UAV Navigation,Juraj Orsulić; Robert Milijas; Ana Batinovic; Lovro Markovic; Antun Ivanovic; Stjepan Bogdan,2021-06-04,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2106.02535v1,https://arxiv.org/pdf/2106.02535v1,,,"""UAV"" AND ""obstacle avoidance"" AND ""navigation"""
94a6a17d08cb,2105.11998v2,A Closed-Loop Linear Covariance Framework for Vehicle Path Planning in a Static Uncertain Obstacle Fiel,Randall Christensen; Greg Droge; Robert Leishman,2021-05-25,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2105.11998v2,https://arxiv.org/pdf/2105.11998v2,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
14859441916e,2105.06622v1,Identification and Avoidance of Static and Dynamic Obstacles on Point Cloud for UAVs Navigation,Han Chen; Peng Lu,2021-05-14,2021,IROS,Traditional UAV VLN,High,https://arxiv.org/abs/2105.06622v1,https://arxiv.org/pdf/2105.06622v1,,,"""unmanned aerial vehicle"" AND ""obstacle avoidance"" AND ""navigation"""
b9a8811c0a2a,2104.10515v1,Real-time dense 3D Reconstruction from monocular video data captured by low-cost UAVs,Max Hermann; Boitumelo Ruf; Martin Weinmann,2021-04-21,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2104.10515v1,https://arxiv.org/pdf/2104.10515v1,,,"""unmanned aerial vehicle"" AND ""SLAM"" AND ""navigation"""
9f0444614a50,2104.04477v2,Jamming-Resilient Path Planning for Multiple UAVs via Deep Reinforcement Learning,Xueyuan Wang; M. Cenk Gursoy; Tugba Erpek; Yalin E. Sagduyu,2021-04-09,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2104.04477v2,https://arxiv.org/pdf/2104.04477v2,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
9406d73fbdb2,2104.03114v1,Learning Residue-Aware Correlation Filters and Refining Scale Estimates with the GrabCut for Real-Time UAV Tracking,Shuiwang Li; Yuting Liu; Qijun Zhao; Ziliang Feng,2021-04-07,2021,arXiv,Datasets & Simulators,High,https://arxiv.org/abs/2104.03114v1,https://arxiv.org/pdf/2104.03114v1,,,"""unmanned aerial vehicle"" AND ""benchmark"" AND ""navigation"""
548cafb3029f,2104.06256v2,Learning-Based UAV Trajectory Optimization with Collision Avoidance and Connectivity Constraints,Xueyuan Wang; M. Cenk Gursoy,2021-04-03,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2104.06256v2,https://arxiv.org/pdf/2104.06256v2,,,"""UAV"" AND ""navigation"" AND ""success rate"""
87e300f5cb4f,2103.15970v1,"Does it work outside this benchmark? Introducing the Rigid Depth Constructor tool, depth validation dataset construction in rigid scenes for the masses",Clément Pinard; Antoine Manzanera,2021-03-29,2021,arXiv,Datasets & Simulators; Evaluation,High,https://arxiv.org/abs/2103.15970v1,https://arxiv.org/pdf/2103.15970v1,,,"""UAV"" AND ""navigation"" AND ""metrics"""
366ae3d87707,2103.06403v1,A Vision Based Deep Reinforcement Learning Algorithm for UAV Obstacle Avoidance,Jeremy Roghair; Kyungtae Ko; Amir Ehsan Niaraki Asli; Ali Jannesari,2021-03-11,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2103.06403v1,https://arxiv.org/pdf/2103.06403v1,,,"""unmanned aerial vehicle"" AND ""obstacle avoidance"" AND ""navigation"""
f51e0e03309b,2102.11696v2,Resilient Path Planning of UAVs against Covert Attacks on UWB Sensors,Jiayi He; Xin Gong; Yukang Cui; Tingwen Huang,2021-02-23,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2102.11696v2,https://arxiv.org/pdf/2102.11696v2,,,"""UAV"" AND ""path planning"" AND ""navigation"""
928e5523fb7a,2102.08596v2,Consistent Right-Invariant Fixed-Lag Smoother with Application to Visual Inertial SLAM,Jianzhu Huai; Yukai Lin; Yuan Zhuang; Min Shi,2021-02-17,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2102.08596v2,https://arxiv.org/pdf/2102.08596v2,,,"""unmanned aerial vehicle"" AND ""SLAM"" AND ""navigation"""
69bf702b94a5,2101.01648v2,Nonlinear Filter for Simultaneous Localization and Mapping on a Matrix Lie Group using IMU and Feature Measurements,Hashim A. Hashim; Abdelrahman E. E. Eltoukhy,2021-01-05,2021,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2101.01648v2,https://arxiv.org/pdf/2101.01648v2,,,"""unmanned aerial vehicle"" AND ""SLAM"" AND ""navigation"""
60d037d404b0,2012.14053v2,SPINS: Structure Priors aided Inertial Navigation System,Yang Lyu; Thien-Minh Nguyen; Liu Liu; Muqing Cao; Shenghai Yuan; Thien Hoang Nguyen; Lihua Xie,2020-12-28,2020,arXiv,Datasets & Simulators; Traditional UAV VLN,High,https://arxiv.org/abs/2012.14053v2,https://arxiv.org/pdf/2012.14053v2,,,"""UAV"" AND ""SLAM"" AND ""navigation"""
e75dba1be59b,2012.06410v1,Learning How to Trade-Off Safety with Agility Using Deep Covariance Estimation for Perception Driven UAV Motion Planning,Onur Akgun; Kamil Canberk Atik; Mustafa Erdem; Mehmetcan Kaymaz; Bugrahan Yamak; N. Kemal Ure,2020-12-11,2020,ICRA,Traditional UAV VLN,High,https://arxiv.org/abs/2012.06410v1,https://arxiv.org/pdf/2012.06410v1,,,"""UAV"" AND ""motion planning"" AND ""navigation"""
17ef5080a528,2012.01608v2,Obstacle Avoidance Using a Monocular Camera,Kyle Hatch; John Mern; Mykel Kochenderfer,2020-12-03,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2012.01608v2,https://arxiv.org/pdf/2012.01608v2,,,"""UAV"" AND ""navigation"" AND ""collision rate"""
b304adef2664,2012.00298v1,End-to-End UAV Simulation for Visual SLAM and Navigation,S. Chen; H. Chen; W. Zhou; C. -Y. Wen; B. Li,2020-12-01,2020,arXiv,Traditional UAV VLN; Datasets & Simulators,High,https://arxiv.org/abs/2012.00298v1,https://arxiv.org/pdf/2012.00298v1,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
414b363e12a5,2011.07383v1,Search-based Planning for Active Sensing in Goal-Directed Coverage Tasks,Tushar Kusnur; Dhruv Mauria Saxena; Maxim Likhachev,2020-11-14,2020,ICRA,Traditional UAV VLN,High,https://arxiv.org/abs/2011.07383v1,https://arxiv.org/pdf/2011.07383v1,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
cdd8ad91f78c,2010.12461v3,Multi-UAV Path Planning for Wireless Data Harvesting with Deep Reinforcement Learning,Harald Bayerlein; Mirco Theile; Marco Caccamo; David Gesbert,2020-10-23,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2010.12461v3,https://arxiv.org/pdf/2010.12461v3,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
ad977a0cecdf,2010.09098v1,Real-time Quadrotor Navigation Through Planning in Depth Space in Unstructured Environments,Shakeeb Ahmad; Rafael Fierro,2020-10-18,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2010.09098v1,https://arxiv.org/pdf/2010.09098v1,,,"""UAV"" AND ""obstacle avoidance"" AND ""navigation"""
2e00b9e713e4,2010.06917v4,UAV Path Planning using Global and Local Map Information with Deep Reinforcement Learning,Mirco Theile; Harald Bayerlein; Richard Nai; David Gesbert; Marco Caccamo,2020-10-14,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2010.06917v4,https://arxiv.org/pdf/2010.06917v4,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
43a4c3b5bc73,2010.06255v6,Correlation Filters for Unmanned Aerial Vehicle-Based Aerial Tracking: A Review and Experimental Evaluation,Changhong Fu; Bowen Li; Fangqiang Ding; Fuling Lin; Geng Lu,2020-10-13,2020,arXiv,Evaluation; Datasets & Simulators,High,https://arxiv.org/abs/2010.06255v6,https://arxiv.org/pdf/2010.06255v6,,,"""unmanned aerial vehicle"" AND ""benchmark"" AND ""navigation"""
77a75493065b,2009.04801v1,Distributed Variable-Baseline Stereo SLAM from two UAVs,Marco Karrer; Margarita Chli,2020-09-10,2020,arXiv,Traditional UAV VLN; Evaluation,High,https://arxiv.org/abs/2009.04801v1,https://arxiv.org/pdf/2009.04801v1,,,"""UAV"" AND ""navigation"" AND ""metrics"""
bec8d7fa3b1f,2008.02521v1,Deep Reinforcement Learning based Local Planner for UAV Obstacle Avoidance using Demonstration Data,Lei He; Nabil Aouf; James F. Whidborne; Bifeng Song,2020-08-06,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2008.02521v1,https://arxiv.org/pdf/2008.02521v1,,,"""UAV"" AND ""obstacle avoidance"" AND ""navigation"""
7c288ac569b4,2008.00792v1,Nonlinear MPC for Collision Avoidance and Controlof UAVs With Dynamic Obstacles,Björn Lindqvist; Sina Sharif Mansouri; Ali-akbar Agha-mohammadi; George Nikolakopoulos,2020-08-03,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2008.00792v1,https://arxiv.org/pdf/2008.00792v1,,,"""unmanned aerial vehicle"" AND ""obstacle avoidance"" AND ""navigation"""
bf608d43d473,2007.07793v1,Developmental Reinforcement Learning of Control Policy of a Quadcopter UAV with Thrust Vectoring Rotors,Aditya M. Deshpande; Rumit Kumar; Ali A. Minai; Manish Kumar,2020-07-15,2020,arXiv,UAV VLA,High,https://arxiv.org/abs/2007.07793v1,https://arxiv.org/pdf/2007.07793v1,,,"""UAV"" AND ""navigation"" AND ""action"""
12f4ca11471a,2006.11656v1,"For the Thrill of it All: A bridge among Linux, Robot Operating System, Android and Unmanned Aerial Vehicles",Daniel V. Ruiz; Leonardo A. Vidal; Eduardo Todt,2020-06-20,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2006.11656v1,https://arxiv.org/pdf/2006.11656v1,,,"""unmanned aerial vehicle"" AND ""SLAM"" AND ""navigation"""
0a6893a21cf8,2003.06136v4,Computationally Efficient Obstacle Avoidance Trajectory Planner for UAVs Based on Heuristic Angular Search Method,Han Chen; Peng Lu,2020-03-13,2020,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/2003.06136v4,https://arxiv.org/pdf/2003.06136v4,,,"""UAV"" AND ""obstacle avoidance"" AND ""navigation"""
48d1c2aed536,2003.04380v2,UWB-based system for UAV Localization in GNSS-Denied Environments: Characterization and Dataset,Jorge Peña Queralta; Carmen Martínez Almansa; Fabrizio Schiano; Dario Floreano; Tomi Westerlund,2020-03-09,2020,IROS,Datasets & Simulators,High,https://arxiv.org/abs/2003.04380v2,https://arxiv.org/pdf/2003.04380v2,,,"""unmanned aerial vehicle"" AND ""dataset"" AND ""navigation"""
bf55df9c4e01,2001.11478v1,Direct NMPC for Post-Stall Motion Planning with Fixed-Wing UAVs,Max Basescu; Joseph Moore,2020-01-30,2020,ICRA,Traditional UAV VLN,High,https://arxiv.org/abs/2001.11478v1,https://arxiv.org/pdf/2001.11478v1,,,"""UAV"" AND ""motion planning"" AND ""navigation"""
89e6c6630598,1912.12644v2,Robust Real-time UAV Replanning Using Guided Gradient-based Optimization and Topological Paths,Boyu Zhou; Fei Gao; Jie Pan; Shaojie Shen,2019-12-29,2019,ICRA,Evaluation,High,https://arxiv.org/abs/1912.12644v2,https://arxiv.org/pdf/1912.12644v2,,,"""UAV"" AND ""navigation"" AND ""success rate"""
db639cb79766,1912.04527v2,Learning Pose Estimation for UAV Autonomous Navigation andLanding Using Visual-Inertial Sensor Data,Francesca Baldini; Animashree Anandkumar; Richard M. Murray,2019-12-10,2019,arXiv,Datasets & Simulators,High,https://arxiv.org/abs/1912.04527v2,https://arxiv.org/pdf/1912.04527v2,,,"""unmanned aerial vehicle"" AND ""dataset"" AND ""navigation"""
5ce9ed809473,1912.01704v1,Robustness-Driven Exploration with Probabilistic Metric Temporal Logic,Xiaotian Liu; Pengyi Shi; Sarra Alqahtani; Victor Paúl Pauca; Miles Silman,2019-12-03,2019,arXiv,Evaluation,High,https://arxiv.org/abs/1912.01704v1,https://arxiv.org/pdf/1912.01704v1,,,"""UAV"" AND ""navigation"" AND ""metrics"""
fcde27b52629,1910.13174v1,Autonomous UAV Landing System Based on Visual Navigation,Zhixin Wu; Peng Han; Ruiwen Yao; Lei Qiao; Weidong Zhang; Tielong Shen; Min Sun; Yilong Zhu; Ming Liu; Rui Fan,2019-10-29,2019,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1910.13174v1,https://arxiv.org/pdf/1910.13174v1,,,"""unmanned aerial vehicle"" AND ""visual navigation"""
eee804dda06c,1910.13085v1,Toward Underground Localization: Lidar Inertial Odometry Enabled Aerial Robot Navigation,Jiun Fatt Chow; Basaran Bahadir Kocer; John Henawy; Gerald Seet; Zhengguo Li; Wei Yun Yau; Mahardhika Pratama,2019-10-29,2019,IROS,Traditional UAV VLN,High,https://arxiv.org/abs/1910.13085v1,https://arxiv.org/pdf/1910.13085v1,,,"""unmanned aerial vehicle"" AND ""SLAM"" AND ""navigation"""
4c4c8b7bb34e,1907.02824v1,Visual Appearance Analysis of Forest Scenes for Monocular SLAM,James Garforth; Barbara Webb,2019-07-05,2019,ICRA,Traditional UAV VLN; Datasets & Simulators,High,https://arxiv.org/abs/1907.02824v1,https://arxiv.org/pdf/1907.02824v1,,,"""unmanned aerial vehicle"" AND ""SLAM"" AND ""navigation"""
9d51efbfeb54,1906.00421v5,Air Learning: A Deep Reinforcement Learning Gym for Autonomous Aerial Robot Visual Navigation,Srivatsan Krishnan; Behzad Boroujerdian; William Fu; Aleksandra Faust; Vijay Janapa Reddi,2019-06-02,2019,arXiv,Traditional UAV VLN; Evaluation,High,https://arxiv.org/abs/1906.00421v5,https://arxiv.org/pdf/1906.00421v5,,,"""UAV"" AND ""navigation"" AND ""metrics"""
c2b7a5eb7b8d,1905.04166v1,An Open Source and Open Hardware Deep Learning-powered Visual Navigation Engine for Autonomous Nano-UAVs,Daniele Palossi; Francesco Conti; Luca Benini,2019-05-10,2019,arXiv,Traditional UAV VLN; Datasets & Simulators,High,https://arxiv.org/abs/1905.04166v1,https://arxiv.org/pdf/1905.04166v1,,,"""unmanned aerial vehicle"" AND ""visual navigation"""
f45cafc2ae10,1905.01187v3,"Joint Vision-Based Navigation, Control and Obstacle Avoidance for UAVs in Dynamic Environments",Ciro Potena; Daniele Nardi; Alberto Pretto,2019-05-03,2019,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1905.01187v3,https://arxiv.org/pdf/1905.01187v3,,,"""unmanned aerial vehicle"" AND ""obstacle avoidance"" AND ""navigation"""
dff17e6c4251,1904.07996v1,Benchmarking Tether-based UAV Motion Primitives,Xuesu Xiao; Jan Dufek; Robin Murphy,2019-04-16,2019,arXiv,Datasets & Simulators,High,https://arxiv.org/abs/1904.07996v1,https://arxiv.org/pdf/1904.07996v1,,,"""UAV"" AND ""path planning"" AND ""navigation"""
9b0e9245b5a2,1904.07206v1,An LGMD Based Competitive Collision Avoidance Strategy for UAV,Jiannan Zhao; Xingzao Ma; Qinbing Fu; Cheng Hu; Shigang Yue,2019-04-15,2019,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1904.07206v1,https://arxiv.org/pdf/1904.07206v1,,,"""UAV"" AND ""collision avoidance"" AND ""navigation"""
a82e402c0860,1903.09102v3,"Forecasting Time-to-Collision from Monocular Video: Feasibility, Dataset, and Challenges",Aashi Manglik; Xinshuo Weng; Eshed Ohn-Bar; Kris M. Kitani,2019-03-21,2019,IROS,Datasets & Simulators; Traditional UAV VLN,High,https://arxiv.org/abs/1903.09102v3,https://arxiv.org/pdf/1903.09102v3,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
5203afeb9333,1903.04898v1,UAV/UGV Autonomous Cooperation: UAV Assists UGV to Climb a Cliff by Attaching a Tether,Takahiro Miki; Petr Khrapchenkov; Koichi Hori,2019-03-12,2019,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1903.04898v1,https://arxiv.org/pdf/1903.04898v1,,,"""unmanned aerial vehicle"" AND ""obstacle avoidance"" AND ""navigation"""
fd72833f0504,1901.02602v1,UAV-GESTURE: A Dataset for UAV Control and Gesture Recognition,Asanka G Perera; Yee Wei Law; Javaan Chahl,2019-01-09,2019,ECCV,Datasets & Simulators,High,https://arxiv.org/abs/1901.02602v1,https://arxiv.org/pdf/1901.02602v1,,,"""UAV"" AND ""navigation"" AND ""action"""
63520f4b1ae2,1811.12651v1,PEARL: PrEference Appraisal Reinforcement Learning for Motion Planning,Aleksandra Faust; Hao-Tien Lewis Chiang; Lydia Tapia,2018-11-30,2018,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1811.12651v1,https://arxiv.org/pdf/1811.12651v1,,,"""UAV"" AND ""obstacle avoidance"" AND ""navigation"""
3cad7ca14b7f,1808.06820v1,SLAMBench2: Multi-Objective Head-to-Head Benchmarking for Visual SLAM,Bruno Bodin; Harry Wagstaff; Sajad Saeedi; Luigi Nardi; Emanuele Vespa; John H Mayer; Andy Nisbet; Mikel Luján; Steve Furber; Andrew J Davison; Paul H. J. Kelly; Michael O'Boyle,2018-08-21,2018,ICRA,Traditional UAV VLN; Datasets & Simulators; Evaluation,High,https://arxiv.org/abs/1808.06820v1,https://arxiv.org/pdf/1808.06820v1,,,"""UAV"" AND ""navigation"" AND ""metrics"""
99712337f418,1808.00259v1,Drone Detection Using Depth Maps,Adrian Carrio; Sai Vemprala; Andres Ripoll; Srikanth Saripalli; Pascual Campoy,2018-08-01,2018,IROS,Traditional UAV VLN,High,https://arxiv.org/abs/1808.00259v1,https://arxiv.org/pdf/1808.00259v1,,,"""unmanned aerial vehicle"" AND ""obstacle avoidance"" AND ""navigation"""
2930c9677db4,1808.01940v1,Accurate indoor mapping using an autonomous unmanned aerial vehicle (UAV),Lachlan Dowling; Tomas Poblete; Isaac Hook; Hao Tang; Ying Tan; Will Glenn; Ranjith R Unnithan,2018-07-31,2018,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1808.01940v1,https://arxiv.org/pdf/1808.01940v1,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
384fe78a1ef4,1805.09061v1,Visual-Inertial Target Tracking and Motion Planning for UAV-based Radiation Detection,Indrajeet Yadav; Kevin Eckenhoff; Guoquan Huang; Herbert G. Tanner,2018-05-23,2018,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1805.09061v1,https://arxiv.org/pdf/1805.09061v1,,,"""UAV"" AND ""motion planning"" AND ""navigation"""
79dc784622c2,1712.03608v1,Towards Fully Environment-Aware UAVs: Real-Time Path Planning with Online 3D Wind Field Prediction in Complex Terrain,Philipp Oettershagen; Florian Achermann; Benjamin Müller; Daniel Schneider; Roland Siegwart,2017-12-10,2017,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1712.03608v1,https://arxiv.org/pdf/1712.03608v1,,,"""unmanned aerial vehicle"" AND ""path planning"" AND ""navigation"""
936c31ac52cd,1705.10960v3,Effective Target Aware Visual Navigation for UAVs,Ciro Potena; Daniele Nardi; Alberto Pretto,2017-05-31,2017,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1705.10960v3,https://arxiv.org/pdf/1705.10960v3,,,"""UAV"" AND ""vision based navigation"""
18d80f74a5c3,1703.10125v1,Google Map Aided Visual Navigation for UAVs in GPS-denied Environment,Mo Shan; Fei Wang; Feng Lin; Zhi Gao; Ya Z. Tang; Ben M. Chen,2017-03-29,2017,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1703.10125v1,https://arxiv.org/pdf/1703.10125v1,,,"""UAV"" AND ""visual navigation"""
b9df19ba40b0,1701.00860v1,"Design, Control and Visual Navigation of the DelftaCopter",Christophe De Wagter; Rick Ruijsink; Ewoud Smeur; Kevin van Hecke; Freek van Tienen; Erik van der Horst; Bart Remes,2017-01-03,2017,arXiv,Traditional UAV VLN,High,https://arxiv.org/abs/1701.00860v1,https://arxiv.org/pdf/1701.00860v1,,,"""UAV"" AND ""visual navigation"""
